Date,District,Price,year,month,cpi_monthly_avg,cpi_index,cum_price_level,population,pop_growth_rate,hcm_spatial_cost_index,real_price,population_millions,affordability_index
2017-11-08,District 7,51.37,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,51.37,95.176977,51.36999999999999
2017-11-09,District 7,47.04,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,47.04,95.176977,47.04
2017-11-10,District 7,49.72,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,49.72,95.176977,49.72
2017-11-13,District 7,51.14,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,51.14,95.176977,51.13999999999999
2017-11-14,District 7,48.89,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,48.89,95.176977,48.89
2017-11-15,District 7,49.3,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,49.3,95.176977,49.3
2017-11-16,District 7,51.64,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,51.64,95.176977,51.64
2017-11-17,District 7,49.42,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,49.42,95.176977,49.42
2017-11-20,District 7,48.53,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,48.53,95.176977,48.53
2017-11-21,District 7,50.93,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,50.93,95.176977,50.93
2017-11-22,District 7,51.78,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,51.78,95.176977,51.78
2017-11-23,District 7,49.36,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,49.36,95.176977,49.36
2017-11-24,District 7,47.51,2017,11,100.21,100.0,1.0,95176977.0,0.01251977165092244,101.38,47.51,95.176977,47.51
