Date,District,Price,year,month,cpi_monthly_avg,cpi_index,cum_price_level,population,pop_growth_rate,hcm_spatial_cost_index,real_price,population_millions,affordability_index
2020-12-24,District 3,192.55,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,177.0627449217427,98.079191,192.91577184563087
2020-12-25,District 3,190.71,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,175.37074050389793,98.079191,191.07227654469105
2020-12-28,District 3,192.0,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,176.55698273162605,98.079191,192.36472705458908
2020-12-29,District 3,192.03,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,176.58456976017786,98.079191,192.39478404319135
2020-12-30,District 3,190.63,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,175.29717509442642,98.079191,190.99212457508497
2021-01-04,District 3,192.5,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.86131493791277,98.935098,192.61532700948572
2021-01-05,District 3,192.1,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.50004467310671,98.935098,192.21508736894654
2021-01-06,District 3,190.76,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,172.28978928600642,98.935098,190.87428457314027
2021-01-07,District 3,193.43,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.70126830358686,98.935098,193.54588417373938
2021-01-08,District 3,190.19,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,171.7749791586578,98.935098,190.3039430853719
2021-01-11,District 3,193.99,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.20704667431534,98.935098,194.10621967049423
2021-01-12,District 3,191.78,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.21102846126186,98.935098,191.89489565651522
2021-01-13,District 3,194.34,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.5231581560206,98.935098,194.45642935596604
2021-01-14,District 3,191.72,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.15683792154095,98.935098,191.83485971043433
2021-01-15,District 3,191.54,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,172.99426630237824,98.935098,191.65475187219167
2021-01-18,District 3,194.15,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.35155478023773,98.935098,194.26631552670992
2021-01-19,District 3,190.01,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,171.61240753949508,98.935098,190.12383524712928
2021-01-20,District 3,190.89,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,172.40720212206838,98.935098,191.0043624563155
2021-01-21,District 3,191.03,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,172.53364671475052,98.935098,191.14444633050422
2021-01-22,District 3,191.96,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.3736000804246,98.935098,192.07500349475782
2021-01-25,District 3,193.7,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.94512573233092,98.935098,193.8160459311033
2021-01-26,District 3,190.41,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,171.97367780430113,98.935098,190.52407488766846
2021-01-27,District 3,194.66,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.81217436786545,98.935098,194.77662106839736
2021-01-28,District 3,190.11,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,171.70272510569663,98.935098,190.2238951572641
2021-01-29,District 3,193.5,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.7644905999279,98.935098,193.61592611083373
2021-02-01,District 3,193.15,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.44837911822262,98.935098,193.26571642536194
2021-02-02,District 3,191.43,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,172.8949169795566,98.935098,191.5446859710434
2021-02-03,District 3,195.92,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.95017570200451,98.935098,196.03737593609583
2021-02-05,District 3,195.88,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.9140486755239,98.935098,195.9973519720419
2021-02-08,District 3,193.53,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.79158586978835,98.935098,193.64594408387416
2021-02-09,District 3,195.88,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.9140486755239,98.935098,195.9973519720419
2021-02-17,District 3,192.87,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.19548993285838,98.935098,192.9855486769845
2021-02-18,District 3,194.18,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.3786500500982,98.935098,194.29633349975035
2021-02-19,District 3,194.01,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.2251101875556,98.935098,194.1262316525212
2021-02-22,District 3,195.49,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.56181016733802,98.935098,195.60711832251621
2021-02-23,District 3,194.06,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.2702689706564,98.935098,194.17626160758857
2021-02-24,District 3,193.3,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.58385546752487,98.935098,193.41580629056415
2021-02-25,District 3,194.05,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.26123721403624,98.935098,194.1662556165751
2021-02-26,District 3,192.98,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.29483925568002,98.935098,193.09561457813277
2021-03-01,District 3,195.43,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.50761962761712,98.935098,195.54708237643533
2021-03-02,District 3,194.45,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.62250747884227,98.935098,194.5664952571143
2021-03-03,District 3,195.0,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.1192540929506,98.935098,195.11682476285569
2021-03-04,District 3,196.15,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.157906104268,98.935098,196.26751372940586
2021-03-05,District 3,196.28,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.27531894032995,98.935098,196.3975916125811
2021-03-08,District 3,195.72,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.7695405696015,98.935098,195.83725611582622
2021-03-09,District 3,194.25,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.44187234643925,98.935098,194.3663754368447
2021-03-10,District 3,194.9,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.02893652674908,98.935098,195.0167648527209
2021-03-11,District 3,194.42,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.5954122089818,98.935098,194.53647728407384
2021-03-12,District 3,196.92,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.85335136401963,98.935098,197.0379750374438
2021-03-15,District 3,197.24,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.1423675758645,98.935098,197.35816674987515
2021-03-16,District 3,196.02,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.04049326820603,98.935098,196.13743584623066
2021-03-17,District 3,194.98,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.10119057971028,98.935098,195.0968127808287
2021-03-18,District 3,197.92,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.75652702603477,98.935098,198.03857413879177
2021-03-19,District 3,196.51,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.48304934259343,98.935098,196.62772940589113
2021-03-22,District 3,196.1,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.11274732116723,98.935098,196.21748377433846
2021-03-23,District 3,193.59,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.84577640950926,98.935098,193.70598002995504
2021-03-24,District 3,194.21,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.40574531995864,98.935098,194.3263514727908
2021-03-25,District 3,195.63,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.68825476002013,98.935098,195.7472021967049
2021-03-26,District 3,196.05,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.0675885380665,98.935098,196.1674538192711
2021-03-29,District 3,197.47,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.35009797812796,98.935098,197.5883045431852
2021-03-30,District 3,194.21,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.40574531995864,98.935098,194.3263514727908
2021-03-31,District 3,193.67,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.91803046247045,98.935098,193.78602795806285
2021-04-01,District 3,197.77,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.62105067673252,98.935098,197.8884842735896
2021-04-02,District 3,199.06,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,179.78614728073202,98.935098,199.1792571143285
2021-04-05,District 3,196.56,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.5282081256942,98.935098,196.67775936095853
2021-04-06,District 3,196.49,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.46498582935314,98.935098,196.6077174238642
2021-04-07,District 3,196.78,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.72690677133753,98.935098,196.89789116325508
2021-04-08,District 3,197.18,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.08817703614358,98.935098,197.2981308037943
2021-04-09,District 3,196.92,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.85335136401963,98.935098,197.0379750374438
2021-04-12,District 3,198.55,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,179.32552769310433,98.935098,198.66895157264102
2021-04-13,District 3,196.7,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.6546527183763,98.935098,196.81784323514725
2021-04-14,District 3,198.01,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.83781283561615,98.935098,198.1286280579131
2021-04-15,District 3,199.51,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,180.19257632863884,98.935098,199.62952670993505
2021-04-16,District 3,199.1,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,179.82227430721264,98.935098,199.21928107838238
2021-04-19,District 3,199.44,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,180.12935403229778,98.935098,199.5594847728407
2021-04-20,District 3,196.57,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.53723988231434,98.935098,196.68776535197202
2021-04-22,District 3,196.7,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.6546527183763,98.935098,196.81784323514725
2021-04-23,District 3,198.09,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.91006688857735,98.935098,198.20867598602095
2021-04-26,District 3,198.54,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,179.31649593648416,98.935098,198.65894558162753
2021-04-27,District 3,197.49,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.36816149136828,98.935098,197.60831652521216
2021-04-28,District 3,196.67,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.62755744851586,98.935098,196.78782526210682
2021-04-29,District 3,197.11,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.02495473980252,98.935098,197.22808886669995
2021-05-04,District 3,196.82,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.76303379781814,98.935098,196.937915127309
2021-05-05,District 3,196.23,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.2301601572292,98.935098,196.3475616575137
2021-05-06,District 3,198.41,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,179.1990831004222,98.935098,198.52886769845227
2021-05-07,District 3,195.25,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.34504800845437,98.935098,195.36697453819266
2021-05-10,District 3,198.04,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.8649081054766,98.935098,198.15864603095352
2021-05-11,District 3,196.1,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.11274732116723,98.935098,196.21748377433846
2021-05-12,District 3,198.73,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,179.48809931226702,98.935098,198.84905941088365
2021-05-13,District 3,196.97,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.89851014712042,98.935098,197.0880049925112
2021-05-14,District 3,196.47,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.44692231611285,98.935098,196.58770544183722
2021-05-17,District 3,197.06,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.97979595670176,98.935098,197.17805891163252
2021-05-18,District 3,195.54,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.60696895043876,98.935098,195.6571482775836
2021-05-19,District 3,194.52,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.68572977518335,98.935098,194.63653719420867
2021-05-20,District 3,194.49,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.65863450532288,98.935098,194.60651922116824
2021-05-21,District 3,198.18,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.99135269815872,98.935098,198.29872990514227
2021-05-24,District 3,194.26,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.4509041030594,98.935098,194.37638142785818
2021-05-25,District 3,196.28,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.27531894032995,98.935098,196.3975916125811
2021-05-26,District 3,195.14,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.2456986856327,98.935098,195.2569086370444
2021-05-27,District 3,197.69,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.5487966237713,98.935098,197.80843634548177
2021-05-28,District 3,194.82,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.95668247378788,98.935098,194.93671692461305
2021-05-31,District 3,194.21,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.40574531995864,98.935098,194.3263514727908
2021-06-01,District 3,194.33,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.51412639940048,98.935098,194.44642336495255
2021-06-02,District 3,192.71,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.05098182693595,98.935098,192.82545282076882
2021-06-03,District 3,192.4,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.77099737171127,98.935098,192.51526709935095
2021-06-04,District 3,194.91,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.03796828336922,98.935098,195.02677084373437
2021-06-07,District 3,195.71,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.76050881298136,98.935098,195.82725012481276
2021-06-08,District 3,196.62,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.58239866541513,98.935098,196.73779530703942
2021-06-09,District 3,192.89,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.21355344609867,98.935098,193.00556065901145
2021-06-10,District 3,195.99,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.0133979983456,98.935098,196.1074178731902
2021-06-11,District 3,194.83,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.96571423040803,98.935098,194.94672291562654
2021-06-14,District 3,194.6,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.75798382814455,98.935098,194.71658512231647
2021-06-15,District 3,196.28,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.27531894032995,98.935098,196.3975916125811
2021-06-16,District 3,196.93,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.8623831206398,98.935098,197.0479810284573
2021-06-17,District 3,192.58,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.933568990874,98.935098,192.69537493759358
2021-06-18,District 3,193.32,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.60191898076516,98.935098,193.4358182725911
2021-06-21,District 3,195.38,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.46246084451633,98.935098,195.49705242136793
2021-06-22,District 3,196.4,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.3837000197718,98.935098,196.51766350474287
2021-06-23,District 3,195.81,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.85082637918285,98.935098,195.92731003494754
2021-06-24,District 3,192.06,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.4639176466261,98.935098,192.17506340489263
2021-06-25,District 3,193.03,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.33999803878078,98.935098,193.14564453320017
2021-06-28,District 3,193.18,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.47547438808306,98.935098,193.29573439840237
2021-06-29,District 3,192.3,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,173.68067980550975,98.935098,192.41520718921618
2021-06-30,District 3,195.76,2021,6,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.8056675960821,98.935098,195.87728007988014
2021-07-01,District 3,195.23,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.32698449521408,98.935098,195.3469625561657
2021-07-02,District 3,197.62,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.48557432743024,98.935098,197.7383944083874
2021-07-05,District 3,197.33,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.22365338544586,98.935098,197.4482206689965
2021-07-06,District 3,196.06,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.07662029468665,98.935098,196.17745981028455
2021-07-07,District 3,197.92,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.75652702603477,98.935098,198.03857413879177
2021-07-08,District 3,197.2,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.10624054938387,98.935098,197.31814278582124
2021-07-09,District 3,194.31,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.49606288616016,98.935098,194.42641138292558
2021-07-12,District 3,196.26,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.25725542708966,98.935098,196.37757963055412
2021-07-13,District 3,193.35,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.62901425062563,98.935098,193.46583624563152
2021-07-14,District 3,196.65,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.60949393527557,98.935098,196.76781328007985
2021-07-15,District 3,197.71,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.56686013701162,98.935098,197.8284483275087
2021-07-16,District 3,197.82,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.66620945983325,98.935098,197.93851422865697
2021-07-19,District 3,193.51,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.77352235654806,98.935098,193.62593210184718
2021-07-20,District 3,193.42,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.69223654696668,98.935098,193.53587818272587
2021-07-21,District 3,193.98,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.19801491769516,98.935098,194.09621367948074
2021-07-22,District 3,194.51,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.67669801856317,98.935098,194.62653120319519
2021-07-23,District 3,193.34,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.61998249400548,98.935098,193.45583025461806
2021-07-26,District 3,193.16,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.45741087484276,98.935098,193.2757224163754
2021-07-27,District 3,195.05,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.16441287605136,98.935098,195.1668547179231
2021-07-28,District 3,195.68,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.7334135431209,98.935098,195.7972321517723
2021-07-29,District 3,197.47,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.35009797812796,98.935098,197.5883045431852
2021-07-30,District 3,193.72,2021,7,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.96318924557121,98.935098,193.83605791313028
2021-08-02,District 3,195.35,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.4353655746559,98.935098,195.46703444832747
2021-08-03,District 3,195.25,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.34504800845437,98.935098,195.36697453819266
2021-08-04,District 3,197.55,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.4223520310892,98.935098,197.66835247129305
2021-08-05,District 3,194.8,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.9386189605476,98.935098,194.9167049425861
2021-08-06,District 3,197.55,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.4223520310892,98.935098,197.66835247129305
2021-08-09,District 3,194.54,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.70379328842364,98.935098,194.65654917623561
2021-08-10,District 3,194.48,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.64960274870273,98.935098,194.59651323015473
2021-08-11,District 3,193.0,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.31290276892034,98.935098,193.11562656015974
2021-08-12,District 3,196.81,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.754002041198,98.935098,196.9279091362955
2021-08-13,District 3,197.72,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.57589189363176,98.935098,197.8384543185222
2021-08-16,District 3,194.77,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.91152369068712,98.935098,194.88668696954565
2021-08-17,District 3,197.73,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.5849236502519,98.935098,197.84846030953565
2021-08-18,District 3,193.21,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.50256965794352,98.935098,193.3257523714428
2021-08-19,District 3,196.57,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.53723988231434,98.935098,196.68776535197202
2021-08-20,District 3,196.61,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.57336690879498,98.935098,196.72778931602593
2021-08-23,District 3,193.14,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.43934736160244,98.935098,193.25571043434843
2021-08-24,District 3,197.31,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,178.20558987220556,98.935098,197.42820868696953
2021-08-25,District 3,196.47,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.44692231611285,98.935098,196.58770544183722
2021-08-26,District 3,193.73,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,174.97222100219136,98.935098,193.84606390414373
2021-08-27,District 3,194.75,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.89346017744683,98.935098,194.86667498751868
2021-08-30,District 3,194.72,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,175.86636490758636,98.935098,194.83665701447825
2021-08-31,District 3,195.28,2021,8,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.37214327831484,98.935098,195.39699251123312
2021-09-01,District 3,196.24,2021,9,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,177.23919191384937,98.935098,196.35756764852718
2021-09-06,District 3,195.69,2021,9,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,176.74244529974104,98.935098,195.8072381427858
2021-09-07,District 3,198.74,2021,9,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,179.4971310688872,98.935098,198.85906540189714
